6849642009038675526	0	0	0
6849642009038675526	1	1	1
6849642009038675526	0	0	0
6849642009038675526	0	0	0
6849642009038675526	0	0	0
6849642009038675526	0	0	0
6849642009038675526	0	1	1
6849642009038675526	0	0	0
6849642009038675526	0	0	0
6849642009038675526	0	0	0
6849642009038675526	0	0	0
-6404088740941637403	0	0	0
6849642009038675526	0	0	0
-6404088740941637403	0	0	0
6849642009038675526	0	0	0
6849642009038675526	0	0	0
-6404088740941637403	0	0	0
6849642009038675526	0	0	0
6844299221073329656	0	0	0
1035605239172912147	0	0	0
8353981347390886945	0	0	0
8225522133865397798	0	0	0
6740292511291841723	0	0	0
1713147160244455697	0	0	0
-2003201764582641881	0	0	0
-3532765601226474369	0	0	0
6710092553921801901	0	0	0
7219620262442313296	0	0	0
-6886456466717027905	0	0	0
1681427212281045065	0	0	0
6510988617331735861	0	0	0
4042013705059013484	0	0	0
7433131704836631586	0	0	0
901573578988202684	0	0	0
-7605191613912886124	0	0	0
5097105053701907688	0	0	0
328268412068424486	0	0	0
-9132415139069674616	0	0	0
-684171571189069372	0	0	0
-4385945121141005739	0	0	0
-8263937318946673181	0	0	0
-6956195736798739689	0	0	0
494118628472224689	0	0	0
975159401202149021	0	0	0
-5096926882277724637	0	0	0
-2401621426806162957	0	0	0
-2294054376256104260	0	0	0
-3471291733973354790	0	0	0
-5285246775931238413	0	0	0
-7576767060607078036	0	0	0
-2602253550198300806	0	0	0
-365768818525866050	0	0	0
211095177922905360	0	0	0
-5189831543251563194	0	0	0
-2386768539834663029	0	0	0
-2520198024529763515	0	0	0
1611597659160918522	0	0	0
6950967146329930358	0	0	0
5349034600238141037	0	0	0
-4344076509958684767	0	0	0
-6935186910493739055	0	0	0
-7225692503246061049	0	0	0
-388289552989575320	0	0	0
-6763704102251480932	0	0	0
689762869296839090	0	0	0
-4966863244063623358	0	0	0
8025098533561653283	0	0	0
-6230370945170076739	0	0	0
-7522967647772983562	0	0	0
3269380056342843480	0	0	0
-3175739562091246466	0	0	0
-892065380292056730	0	0	0
-5926951580536663549	0	0	0
3203159637519880893	0	0	0
9006049616492114601	0	0	0
2805750898283842131	0	0	0
-9179949145723311319	0	0	0
5956207962756530884	0	0	0
2335932931965056593	0	0	0
749669663309250619	0	0	0
9048453405903998592	0	0	0
-6854828661920198124	0	0	0
6292293263284283012	0	0	0
2584166331647978120	0	0	0
-6380637702792315864	0	0	0
1026320833643951640	0	0	0
-1311452797877882428	0	0	0
-5922475544692380596	0	0	0
3713418351821480112	0	0	0
6210692588541468311	0	0	0
5464226998840394868	0	0	0
6917898711258380469	0	0	0
8557110244633353105	0	0	0
-641711396523401540	0	0	0
3927270023834873788	0	0	0
7903958276096432010	0	0	0
7373672080292088790	0	0	0
-6306280218788918235	0	0	0
7134109055773122928	0	0	0
-1221051043299310945	0	0	0
2895466795666244339	0	0	0
7636377778248052858	0	0	0
3606546656576835651	0	0	0
7811535018254407997	0	0	0
4293870801942305788	0	0	0
-6242403010044513003	0	0	0
8954915693072871028	0	0	0
-1980307214795311567	0	0	0
-942563528068378027	0	0	0
3502901561901937682	0	0	0
5110954827820015639	0	0	0
-4244097814127988147	0	0	0
4220345815600946084	0	0	0
-1387962915805029767	0	0	0
-8716094675407106327	0	0	0
-7824659125692821214	0	0	0
8422490415579456904	0	0	0
-1680821574385389006	0	0	0
-3692014369374596499	0	0	0
706680243732221519	0	0	0
-720114344772817907	0	0	0
-8042943442059097071	0	0	0
9064933419316660259	0	0	0
-414103511726504704	0	0	0
7902197713685283958	0	0	0
-2730157347114391225	0	0	0
7748042438391067639	0	0	0
7740366995854495018	0	0	0
-2663842589168786983	0	0	0
-5480029962140349176	0	0	0
-2366904788254820445	0	0	0
6965784569797345295	0	0	0
7944508047264405329	0	0	0
-4379897807556417575	0	0	0
4276634923734746298	0	0	0
